Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YJR154W	YJR154W.1	YJR154W	YJR154W.1	725784	726824
YNL333W	YNL333W.1	YNL333W	YNL333W.1	13267	14163
YFR010W	YFR010W.1	YFR010W	YFR010W.1	165067	166566
YJL161W	YJL161W.1	YJL161W	YJL161W.1	117245	117787
YJR097W	YJR097W.1	YJR097W	YJR097W.1	612413	612931
YIR021W	YIR021W.1	YIR021W	YIR021W.1	397294	398385
YJR046W	YJR046W.1	YJR046W	YJR046W.1	522048	523862
YPR103W	YPR103W.1	YPR103W	YPR103W.1	732349	733212
YBL088C	YBL088C.1	YBL088C	YBL088C.1	51019	59382
YJR122W	YJR122W.1	YJR122W	YJR122W.1	649776	651269
YOR390W	YOR390W.1	YOR390W	YOR390W.1	1076784	1077911
YML105C	YML105C.1	YML105C	YML105C.1	57866	58687
YCR047W-A	YCR047W-A.1	YCR047W-A	YCR047W-A.1	211301	211507
YDL245C	YDL245C.1	YDL245C	YDL245C.1	11657	13360
YEL049W	YEL049W.1	YEL049W	YEL049W.1	63728	64090
YKL035W	YKL035W.1	YKL035W	YKL035W.1	369891	371390
YMR056C	YMR056C.1	YMR056C	YMR056C.1	387315	388244
YDR141C	YDR141C.1	YDR141C	YDR141C.1	734901	739997
YGL171W	YGL171W.1	YGL171W	YGL171W.1	182390	184084
YLR115W	YLR115W.1	YLR115W	YLR115W.1	377985	380564
YOR373W	YOR373W.1	YOR373W	YOR373W.1	1036834	1039389
YOL096C	YOL096C.1	YOL096C	YOL096C.1	138107	139045
YGR249W	YGR249W.1	YGR249W	YGR249W.1	988049	989419
YLR235C	YLR235C.1	YLR235C	YLR235C.1	611532	611930
YAR035W	YAR035W.1	YAR035W	YAR035W.1	190193	192256
YGR198W	YGR198W.1	YGR198W	YGR198W.1	894693	897146
YBR081C	YBR081C.1	YBR081C	YBR081C.1	401253	405251
YJR026W	YJR026W.1	YJR026W	YJR026W.1	472760	474082
YNR022C	YNR022C.1	YNR022C	YNR022C.1	669774	670193
YPL167C	YPL167C.1	YPL167C	YPL167C.1	232593	237107
YDR034C	YDR034C.1	YDR034C	YDR034C.1	509737	512109
YBR033W	YBR033W.1	YBR033W	YBR033W.1	301944	304703
YGR291C	YGR291C.1	YGR291C	YGR291C.1	1076283	1076504
YPL186C	YPL186C.1	YPL186C	YPL186C.1	194512	195426
YBL084C	YBL084C.1	YBL084C	YBL084C.1	67169	69445
YOR352W	YOR352W.1	YOR352W	YOR352W.1	997213	998244
YDL030W	YDL030W.1	YDL030W	YDL030W.1	397537	399129
YLR406C-A	YLR406C-A.1	YLR406C-A	YLR406C-A.1	932206	932355
YAL013W	YAL013W.1	YAL013W	YAL013W.1	129270	130487
YLR294C	YLR294C.1	YLR294C	YLR294C.1	721701	722030
YBR012C	YBR012C.1	YBR012C	YBR012C.1	259147	259566
YJL031C	YJL031C.1	YJL031C	YJL031C.1	386368	387438
YKR084C	YKR084C.1	YKR084C	YKR084C.1	597055	598890
YDL104C	YDL104C.1	YDL104C	YDL104C.1	273653	274876
YHR175W	YHR175W.1	YHR175W	YHR175W.1	452872	453441
YGR174W-A	YGR174W-A.1	YGR174W-A	YGR174W-A.1	846655	846741
YBL008W-A	YBL008W-A.1	YBL008W-A	YBL008W-A.1	209409	209648
YBR002C	YBR002C.1	YBR002C	YBR002C.1	241708	242568
YBR246W	YBR246W.1	YBR246W	YBR246W.1	711591	712754
YDR119W-A	YDR119W-A.1	YDR119W-A	YDR119W-A.1	691014	691214
YHR121W	YHR121W.1	YHR121W	YHR121W.1	352756	353319
YEL017W	YEL017W.1	YEL017W	YEL017W.1	123657	124670
YDL067C	YDL067C.1	YDL067C	YDL067C.1	334217	334396
YKL180W	YKL180W.1	YKL180W	YKL180W.1	109269	110129
YGR037C	YGR037C.1	YGR037C	YGR037C.1	559731	559994
YML123C	YML123C.1	YML123C	YML123C.1	24037	25800
YDR280W	YDR280W.1	YDR280W	YDR280W.1	1020747	1021664
YBR191W	YBR191W.1	YBR191W	YBR191W.1	606270	607140
YGL083W	YGL083W.1	YGL083W	YGL083W.1	353058	355472
YML133W-B	YML133W-B.1	YML133W-B	YML133W-B.1	827	1309
YMR229C	YMR229C.1	YMR229C	YMR229C.1	725934	731123
YAL068C	YAL068C.1	YAL068C	YAL068C.1	1807	2169
YAL060W	YAL060W.1	YAL060W	YAL060W.1	35155	36303
YCL036W	YCL036W.1	YCL036W	YCL036W.1	59026	60726
YIL156W	YIL156W.1	YIL156W	YIL156W.1	48091	51306
YPL046C	YPL046C.1	YPL046C	YPL046C.1	466644	466943
YDL206W	YDL206W.1	YDL206W	YDL206W.1	90176	92464
YCR019W	YCR019W.1	YCR019W	YCR019W.1	152837	153928
YGR025W	YGR025W.1	YGR025W	YGR025W.1	532639	532941
YIL072W	YIL072W.1	YIL072W	YIL072W.1	226602	228419
Q0060	Q0060.1	Q0060	Q0060.1	13818	19996
YDL122W	YDL122W.1	YDL122W	YDL122W.1	242552	244981
YPL136W	YPL136W.1	YPL136W	YPL136W.1	296286	296654
YBR218C	YBR218C.1	YBR218C	YBR218C.1	658707	662249
YJL207C	YJL207C.1	YJL207C	YJL207C.1	41389	47433
YBL069W	YBL069W.1	YBL069W	YBL069W.1	90741	92030
YOR361C	YOR361C.1	YOR361C	YOR361C.1	1015361	1017652
YGR050C	YGR050C.1	YGR050C	YGR050C.1	592086	592442
YKR029C	YKR029C.1	YKR029C	YKR029C.1	497578	499833
YML031W	YML031W.1	YML031W	YML031W.1	214189	216156
YNR014W	YNR014W.1	YNR014W	YNR014W.1	652465	653103
YBL035C	YBL035C.1	YBL035C	YBL035C.1	151493	153610
YBR166C	YBR166C.1	YBR166C	YBR166C.1	569842	571200
YHR087W	YHR087W.1	YHR087W	YHR087W.1	280820	281155
YDR151C	YDR151C.1	YDR151C	YDR151C.1	764178	765155
YGL026C	YGL026C.1	YGL026C	YGL026C.1	446412	448535
YDR271C	YDR271C.1	YDR271C	YDR271C.1	1008395	1008766
YDR433W	YDR433W.1	YDR433W	YDR433W.1	1329600	1330040
YER047C	YER047C.1	YER047C	YER047C.1	243810	246503
YEL050C	YEL050C.1	YEL050C	YEL050C.1	59670	60851
YKL136W	YKL136W.1	YKL136W	YKL136W.1	186416	186814
YGL036W	YGL036W.1	YGL036W	YGL036W.1	428601	431330
YIL093C	YIL093C.1	YIL093C	YIL093C.1	187990	188784
YDL087C	YDL087C.1	YDL087C	YDL087C.1	300214	300999
YPL135W	YPL135W.1	YPL135W	YPL135W.1	297553	298050
YOR326W	YOR326W.1	YOR326W	YOR326W.1	925721	930445
YNL195C	YNL195C.1	YNL195C	YNL195C.1	271523	272308
YBR143C	YBR143C.1	YBR143C	YBR143C.1	530869	532182
YDR374W-A	YDR374W-A.1	YDR374W-A	YDR374W-A.1	1224757	1225026
YNR068C	YNR068C.1	YNR068C	YNR068C.1	760067	760885
YJR064W	YJR064W.1	YJR064W	YJR064W.1	555914	557602
YPL074W	YPL074W.1	YPL074W	YPL074W.1	415763	418027
YLR426W	YLR426W.1	YLR426W	YLR426W.1	987062	988113
YGR035W-A	YGR035W-A.1	YGR035W-A	YGR035W-A.1	557565	557786
YOR276W	YOR276W.1	YOR276W	YOR276W.1	841333	841818
YCL058C	YCL058C.1	YCL058C	YCL058C.1	23523	23981
YGR261C	YGR261C.1	YGR261C	YGR261C.1	1014321	1016750
YBL102W	YBL102W.1	YBL102W	YBL102W.1	24098	24745
YGR049W	YGR049W.1	YGR049W	YGR049W.1	591314	591877
YLR335W	YLR335W.1	YLR335W	YLR335W.1	797430	799592
YGL053W	YGL053W.1	YGL053W	YGL053W.1	402589	403302
YHR156C	YHR156C.1	YHR156C	YHR156C.1	411384	412406
YIR012W	YIR012W.1	YIR012W	YIR012W.1	378486	379781
YDR129C	YDR129C.1	YDR129C	YDR129C.1	713340	715379
YLL026W	YLL026W.1	YLL026W	YLL026W.1	88623	91349
YLR056W	YLR056W.1	YLR056W	YLR056W.1	253861	254958
YMR283C	YMR283C.1	YMR283C	YMR283C.1	835326	836867
YML133C	YML133C.1	YML133C	YML133C.1	461	4684
YER083C	YER083C.1	YER083C	YER083C.1	326174	327031
YGL132W	YGL132W.1	YGL132W	YGL132W.1	261580	261915
YLR110C	YLR110C.1	YLR110C	YLR110C.1	369697	370098
YGR099W	YGR099W.1	YGR099W	YGR099W.1	687899	689965
YBR137W	YBR137W.1	YBR137W	YBR137W.1	513044	513583
YJR062C	YJR062C.1	YJR062C	YJR062C.1	553476	554849
YNL094W	YNL094W.1	YNL094W	YNL094W.1	447611	449374
YNL281W	YNL281W.1	YNL281W	YNL281W.1	108467	108928
YHR022C	YHR022C.1	YHR022C	YHR022C.1	149575	150345
YAR033W	YAR033W.1	YAR033W	YAR033W.1	188107	188811
YDR320W-B	YDR320W-B.1	YDR320W-B	YDR320W-B.1	1108484	1108621
YFL020C	YFL020C.1	YFL020C	YFL020C.1	99231	99599
YCL001W-A	YCL001W-A.1	YCL001W-A	YCL001W-A.1	113080	113541
YHR001W-A	YHR001W-A.1	YHR001W-A	YHR001W-A.1	107826	108122
YGR010W	YGR010W.1	YGR010W	YGR010W.1	511545	512732
YDL098C	YDL098C.1	YDL098C	YDL098C.1	284581	285165
YMR150C	YMR150C.1	YMR150C	YMR150C.1	561956	562528
YLR282C	YLR282C.1	YLR282C	YLR282C.1	705071	705412
YGL024W	YGL024W.1	YGL024W	YGL024W.1	449788	450123
YBR057C	YBR057C.1	YBR057C	YBR057C.1	352193	353293
YOR153W	YOR153W.1	YOR153W	YOR153W.1	619840	624375
YPL032C	YPL032C.1	YPL032C	YPL032C.1	488887	491364
YLR034C	YLR034C.1	YLR034C	YLR034C.1	210512	211933
YGR157W	YGR157W.1	YGR157W	YGR157W.1	802440	805049
YOR277C	YOR277C.1	YOR277C	YOR277C.1	841515	841823
YCL047C	YCL047C.1	YCL047C	YCL047C.1	43661	44437
YBR284W	YBR284W.1	YBR284W	YBR284W.1	771239	773632
YBL027W	YBL027W.1	YBL027W	YBL027W.1	168423	169376
YMR018W	YMR018W.1	YMR018W	YMR018W.1	310208	311752
YNL213C	YNL213C.1	YNL213C	YNL213C.1	246460	247104
YGR238C	YGR238C.1	YGR238C	YGR238C.1	966039	968687
YGR125W	YGR125W.1	YGR125W	YGR125W.1	742325	745435
YML100W-A	YML100W-A.1	YML100W-A	YML100W-A.1	70138	70311
YKL130C	YKL130C.1	YKL130C	YKL130C.1	195288	196028
YDR536W	YDR536W.1	YDR536W	YDR536W.1	1508005	1509714
YNR058W	YNR058W.1	YNR058W	YNR058W.1	734291	735733
YML103C	YML103C.1	YML103C	YML103C.1	62582	67549
YIL051C	YIL051C.1	YIL051C	YIL051C.1	257843	258280
YOR104W	YOR104W.1	YOR104W	YOR104W.1	517642	518490
YOR305W	YOR305W.1	YOR305W	YOR305W.1	889022	889750
YDR183C-A	YDR183C-A.1	YDR183C-A	YDR183C-A.1	830397	830654
YLR059C	YLR059C.1	YLR059C	YLR059C.1	259738	260547
YPL129W	YPL129W.1	YPL129W	YPL129W.1	305298	306137
YNL337W	YNL337W.1	YNL337W	YNL337W.1	7165	7419
YER079W	YER079W.1	YER079W	YER079W.1	318920	319552
YKR063C	YKR063C.1	YKR063C	YKR063C.1	560789	562297
YMR230W-A	YMR230W-A.1	YMR230W-A	YMR230W-A.1	733268	733456
YLL009C	YLL009C.1	YLL009C	YLL009C.1	131205	131414
YFL057C	YFL057C.1	YFL057C	YFL057C.1	14305	14763
YPR003C	YPR003C.1	YPR003C	YPR003C.1	561504	563768
YAL045C	YAL045C.1	YAL045C	YAL045C.1	57488	57796
YGL064C	YGL064C.1	YGL064C	YGL064C.1	381523	383208
YDR107C	YDR107C.1	YDR107C	YDR107C.1	669016	671034
YJR059W	YJR059W.1	YJR059W	YJR059W.1	545787	548243
YDR461C-A	YDR461C-A.1	YDR461C-A	YDR461C-A.1	1385524	1385766
YML117W	YML117W.1	YML117W	YML117W.1	34243	37647
YOR095C	YOR095C.1	YOR095C	YOR095C.1	503552	504328
YIL082W	YIL082W.1	YIL082W	YIL082W.1	205635	206507
YLR158C	YLR158C.1	YLR158C	YLR158C.1	482549	483637
YMR116C	YMR116C.1	YMR116C	YMR116C.1	499456	500688
YKL091C	YKL091C.1	YKL091C	YKL091C.1	269718	270650
YKL096W	YKL096W.1	YKL096W	YKL096W.1	261132	261851
YFL063W	YFL063W.1	YFL063W	YFL063W.1	5066	5521
YJL219W	YJL219W.1	YJL219W	YJL219W.1	19497	21200
YKR106W	YKR106W.1	YKR106W	YKR106W.1	661442	663289
YCL054W	YCL054W.1	YCL054W	YCL054W.1	31449	33974
YDR412W	YDR412W.1	YDR412W	YDR412W.1	1294693	1295400
YDR110W	YDR110W.1	YDR110W	YDR110W.1	676102	677802
YMR020W	YMR020W.1	YMR020W	YMR020W.1	315377	316903
YPR082C	YPR082C.1	YPR082C	YPR082C.1	704225	704656
YJL193W	YJL193W.1	YJL193W	YJL193W.1	71366	72574
YAL063C-A	YAL063C-A.1	YAL063C-A	YAL063C-A.1	22395	22685
YOR047C	YOR047C.1	YOR047C	YOR047C.1	416347	417681
YDR210C-D	YDR210C-D.1	YDR210C-D	YDR210C-D.1	878659	883927
YDR123C	YDR123C.1	YDR123C	YDR123C.1	698554	699468
YBR149W	YBR149W.1	YBR149W	YBR149W.1	539987	541021
YBR196C-B	YBR196C-B.1	YBR196C-B	YBR196C-B.1	614526	614630
YDL225W	YDL225W.1	YDL225W	YDL225W.1	52445	54100
YNR003C	YNR003C.1	YNR003C	YNR003C.1	634344	635297
YOR150W	YOR150W.1	YOR150W	YOR150W.1	611999	612490
YGR030C	YGR030C.1	YGR030C	YGR030C.1	545681	546157
YNL112W	YNL112W.1	YNL112W	YNL112W.1	413639	416281
YNL261W	YNL261W.1	YNL261W	YNL261W.1	155100	156539
YDR389W	YDR389W.1	YDR389W	YDR389W.1	1252537	1254501
YDR226W	YDR226W.1	YDR226W	YDR226W.1	916486	917154
YBR172C	YBR172C.1	YBR172C	YBR172C.1	579150	581372
YPR153W	YPR153W.1	YPR153W	YPR153W.1	833689	834245
YHR050W-A	YHR050W-A.1	YHR050W-A	YHR050W-A.1	209475	209645
YML003W	YML003W.1	YML003W	YML003W.1	263483	264355
YJL080C	YJL080C.1	YJL080C	YJL080C.1	285558	289226
YIL144W	YIL144W.1	YIL144W	YIL144W.1	78074	80149
YLR399W-A	YLR399W-A.1	YLR399W-A	YLR399W-A.1	920869	920973
YOR089C	YOR089C.1	YOR089C	YOR089C.1	490196	490828
YJR022W	YJR022W.1	YJR022W	YJR022W.1	469784	470113
YPR034W	YPR034W.1	YPR034W	YPR034W.1	639525	640958
YIL126W	YIL126W.1	YIL126W	YIL126W.1	117992	122071
YIL148W	YIL148W.1	YIL148W	YIL148W.1	68708	69528
YER076W-A	YER076W-A.1	YER076W-A	YER076W-A.1	313390	313737
YDR477W	YDR477W.1	YDR477W	YDR477W.1	1412373	1414274
YKL061W	YKL061W.1	YKL061W	YKL061W.1	325771	326112
YMR316C-B	YMR316C-B.1	YMR316C-B	YMR316C-B.1	907321	907629
YPL194W	YPL194W.1	YPL194W	YPL194W.1	179277	181115
YDL026W	YDL026W.1	YDL026W	YDL026W.1	404749	405060
YOR219C	YOR219C.1	YOR219C	YOR219C.1	752214	755009
YGR122C-A	YGR122C-A.1	YGR122C-A	YGR122C-A.1	735630	735758
YBR164C	YBR164C.1	YBR164C	YBR164C.1	567875	568426
YCR102C	YCR102C.1	YCR102C	YCR102C.1	304361	305467
YMR060C	YMR060C.1	YMR060C	YMR060C.1	391532	392515
YIL076W	YIL076W.1	YIL076W	YIL076W.1	216658	217548
YBR217W	YBR217W.1	YBR217W	YBR217W.1	657832	658392
YIR014W	YIR014W.1	YIR014W	YIR014W.1	381086	381814
YMR245W	YMR245W.1	YMR245W	YMR245W.1	758563	759183
YBR109W-A	YBR109W-A.1	YBR109W-A	YBR109W-A.1	458608	458832
YOR178C	YOR178C.1	YOR178C	YOR178C.1	667860	670241
YPL068C	YPL068C.1	YPL068C	YPL068C.1	424215	425096
YGR117C	YGR117C.1	YGR117C	YGR117C.1	725049	726479
YKR080W	YKR080W.1	YKR080W	YKR080W.1	590395	591357
YHR137C-A	YHR137C-A.1	YHR137C-A	YHR137C-A.1	375738	376388
YDR014W	YDR014W.1	YDR014W	YDR014W.1	474046	475989
YOR314W	YOR314W.1	YOR314W	YOR314W.1	903043	903372
YGR275W	YGR275W.1	YGR275W	YGR275W.1	1043276	1043749
YGR212W	YGR212W.1	YGR212W	YGR212W.1	917040	918446
YNL210W	YNL210W.1	YNL210W	YNL210W.1	250931	251743
YGL233W	YGL233W.1	YGL233W	YGL233W.1	59122	61854
YJR115W	YJR115W.1	YJR115W	YJR115W.1	639942	640451
YLR457C	YLR457C.1	YLR457C	YLR457C.1	1055812	1056771
YBR030W	YBR030W.1	YBR030W	YBR030W.1	298292	299950
YPL225W	YPL225W.1	YPL225W	YPL225W.1	126006	126446
YJR036C	YJR036C.1	YJR036C	YJR036C.1	500713	503391
YDR138W	YDR138W.1	YDR138W	YDR138W.1	730578	732836
YMR195W	YMR195W.1	YMR195W	YMR195W.1	654034	654417
YGR004W	YGR004W.1	YGR004W	YGR004W.1	502938	504326
YFL008W	YFL008W.1	YFL008W	YFL008W.1	119429	123106
YDR054C	YDR054C.1	YDR054C	YDR054C.1	561440	562327
YDL119C	YDL119C.1	YDL119C	YDL119C.1	246689	247612
YLR465C	YLR465C.1	YLR465C	YLR465C.1	1067045	1067353
YPR134W	YPR134W.1	YPR134W	YPR134W.1	798051	798857
YIL046W-A	YIL046W-A.1	YIL046W-A	YIL046W-A.1	268309	268473
YER188W	YER188W.1	YER188W	YER188W.1	568040	568759
YMR301C	YMR301C.1	YMR301C	YMR301C.1	867555	869627
YNL179C	YNL179C.1	YNL179C	YNL179C.1	300666	301103
YPR116W	YPR116W.1	YPR116W	YPR116W.1	758648	759481
YNL253W	YNL253W.1	YNL253W	YNL253W.1	170018	171286
YDR278C	YDR278C.1	YDR278C	YDR278C.1	1017001	1017318
YDR199W	YDR199W.1	YDR199W	YDR199W.1	854175	854540
YOL103W	YOL103W.1	YOL103W	YOL103W.1	124001	125830
YLR386W	YLR386W.1	YLR386W	YLR386W.1	893628	896270
YNL143C	YNL143C.1	YNL143C	YNL143C.1	356794	357186
YFR045W	YFR045W.1	YFR045W	YFR045W.1	241998	242999
YER181C	YER181C.1	YER181C	YER181C.1	551473	551796
YBR037C	YBR037C.1	YBR037C	YBR037C.1	310565	311452
YPR145W	YPR145W.1	YPR145W	YPR145W.1	822620	824338
YMR123W	YMR123W.1	YMR123W	YMR123W.1	513593	513961
YNR024W	YNR024W.1	YNR024W	YNR024W.1	672409	672969
YER133W	YER133W.1	YER133W	YER133W.1	432495	433958
YNL019C	YNL019C.1	YNL019C	YNL019C.1	598376	599230
YOR396W	YOR396W.1	YOR396W	YOR396W.1	1085473	1090863
YKR079C	YKR079C.1	YKR079C	YKR079C.1	586789	589305
YOR303W	YOR303W.1	YOR303W	YOR303W.1	882899	884134
YLL004W	YLL004W.1	YLL004W	YLL004W.1	141073	142923
YLR221C	YLR221C.1	YLR221C	YLR221C.1	578362	579024
YNL152W	YNL152W.1	YNL152W	YNL152W.1	346313	347542
YPL033C	YPL033C.1	YPL033C	YPL033C.1	487362	488207
YCR098C	YCR098C.1	YCR098C	YCR098C.1	297049	298605
YJR140C	YJR140C.1	YJR140C	YJR140C.1	690750	695696
YJL111W	YJL111W.1	YJL111W	YJL111W.1	207877	209529
YNL244C	YNL244C.1	YNL244C	YNL244C.1	187170	187496
YNL135C	YNL135C.1	YNL135C	YNL135C.1	371882	372226
YHL015W	YHL015W.1	YHL015W	YHL015W.1	75412	75777
YIL154C	YIL154C.1	YIL154C	YIL154C.1	53981	55021
YGR236C	YGR236C.1	YGR236C	YGR236C.1	962530	962817
YJL084C	YJL084C.1	YJL084C	YJL084C.1	274862	278002
YDL085W	YDL085W.1	YDL085W	YDL085W.1	303211	304848
YAR028W	YAR028W.1	YAR028W	YAR028W.1	184892	185596
YML115C	YML115C.1	YML115C	YML115C.1	40187	41794
YJL150W	YJL150W.1	YJL150W	YJL150W.1	137123	137425
YBR278W	YBR278W.1	YBR278W	YBR278W.1	760294	760899
YDR236C	YDR236C.1	YDR236C	YDR236C.1	935236	935892
YPR184W	YPR184W.1	YPR184W	YPR184W.1	902044	906654
YDR371C-A	YDR371C-A.1	YDR371C-A	YDR371C-A.1	1219509	1219613
YOR018W	YOR018W.1	YOR018W	YOR018W.1	364369	366882
YDL191W	YDL191W.1	YDL191W	YDL191W.1	117664	118517
YDR481C	YDR481C.1	YDR481C	YDR481C.1	1418550	1420250
YPR145C-A	YPR145C-A.1	YPR145C-A	YPR145C-A.1	824690	824926
YOR349W	YOR349W.1	YOR349W	YOR349W.1	989789	992833
YNL150W	YNL150W.1	YNL150W	YNL150W.1	349251	349658
YBR144C	YBR144C.1	YBR144C	YBR144C.1	533235	533549
YLR433C	YLR433C.1	YLR433C	YLR433C.1	1004347	1006008
YCR018C	YCR018C.1	YCR018C	YCR018C.1	148238	148903
YJL002C	YJL002C.1	YJL002C	YJL002C.1	433221	434651
YFR037C	YFR037C.1	YFR037C	YFR037C.1	227513	229186
YLR264W	YLR264W.1	YLR264W	YLR264W.1	673131	673334
YLR353W	YLR353W.1	YLR353W	YLR353W.1	834352	836163
YHL016C	YHL016C.1	YHL016C	YHL016C.1	72037	74244
YLR135W	YLR135W.1	YLR135W	YLR135W.1	413281	415527
YOL088C	YOL088C.1	YOL088C	YOL088C.1	153912	154745
YPL086C	YPL086C.1	YPL086C	YPL086C.1	384773	386446
YHL044W	YHL044W.1	YHL044W	YHL044W.1	13565	14272
YOR209C	YOR209C.1	YOR209C	YOR209C.1	736437	737726
YBR027C	YBR027C.1	YBR027C	YBR027C.1	294024	294356
YBR023C	YBR023C.1	YBR023C	YBR023C.1	284428	287925
YDR142C	YDR142C.1	YDR142C	YDR142C.1	740473	741600
YIR025W	YIR025W.1	YIR025W	YIR025W.1	403659	404765
YER066C-A	YER066C-A.1	YER066C-A	YER066C-A.1	291703	292203
YDR036C	YDR036C.1	YDR036C	YDR036C.1	523211	524713
YBR300C	YBR300C.1	YBR300C	YBR300C.1	808600	809097
YOR394C-A	YOR394C-A.1	YOR394C-A	YOR394C-A.1	1084202	1084369
YJR106W	YJR106W.1	YJR106W	YJR106W.1	624838	627015
YKL135C	YKL135C.1	YKL135C	YKL135C.1	186460	188640
YMR223W	YMR223W.1	YMR223W	YMR223W.1	716715	718130
YML009C-A	YML009C-A.1	YML009C-A	YML009C-A.1	250675	251001
YKL120W	YKL120W.1	YKL120W	YKL120W.1	217344	218318
YBL071C-B	YBL071C-B.1	YBL071C-B	YBL071C-B.1	89458	89556
YDL040C	YDL040C.1	YDL040C	YDL040C.1	378874	381438
YMR142C	YMR142C.1	YMR142C	YMR142C.1	550206	551207
YKL089W	YKL089W.1	YKL089W	YKL089W.1	273394	275043
YLR239C	YLR239C.1	YLR239C	YLR239C.1	616332	617318
YMR158W-B	YMR158W-B.1	YMR158W-B	YMR158W-B.1	574471	574791
YPL019C	YPL019C.1	YPL019C	YPL019C.1	514511	517018
YHR050W	YHR050W.1	YHR050W	YHR050W.1	207654	209303
YLR102C	YLR102C.1	YLR102C	YLR102C.1	342970	343767
YPL085W	YPL085W.1	YPL085W	YPL085W.1	387067	393654
YJL071W	YJL071W.1	YJL071W	YJL071W.1	306132	307856
YJR010W	YJR010W.1	YJR010W	YJR010W.1	456239	457774
YJL130C	YJL130C.1	YJL130C	YJL130C.1	165723	172367
YCR021C	YCR021C.1	YCR021C	YCR021C.1	156109	157107
YPR204C-A	YPR204C-A.1	YPR204C-A	YPR204C-A.1	946856	947338
YHR063C	YHR063C.1	YHR063C	YHR063C.1	224030	225169
YBR038W	YBR038W.1	YBR038W	YBR038W.1	311898	314789
YBR277C	YBR277C.1	YBR277C	YBR277C.1	760215	760616
YGL049C	YGL049C.1	YGL049C	YGL049C.1	406860	409604
YOL063C	YOL063C.1	YOL063C	YOL063C.1	207392	210265
YHR009C	YHR009C.1	YHR009C	YHR009C.1	124109	125680
YGR172C	YGR172C.1	YGR172C	YGR172C.1	842845	843591
YLR279W	YLR279W.1	YLR279W	YLR279W.1	704309	704698
YGR111W	YGR111W.1	YGR111W	YGR111W.1	715828	717030
YLR461W	YLR461W.1	YLR461W	YLR461W.1	1062919	1063281
YOR039W	YOR039W.1	YOR039W	YOR039W.1	405768	406544
YPR053C	YPR053C.1	YPR053C	YPR053C.1	665788	666243
YMR101C	YMR101C.1	YMR101C	YMR101C.1	468445	469476
YPL087W	YPL087W.1	YPL087W	YPL087W.1	383455	384408
YKR105C	YKR105C.1	YKR105C	YKR105C.1	658716	660464
YDR135C	YDR135C.1	YDR135C	YDR135C.1	723004	727551
YNL001W	YNL001W.1	YNL001W	YNL001W.1	627456	628616
YKL015W	YKL015W.1	YKL015W	YKL015W.1	408544	411483
YGR094W	YGR094W.1	YGR094W	YGR094W.1	672186	675500
YOL146W	YOL146W.1	YOL146W	YOL146W.1	48864	49448
YDL218W	YDL218W.1	YDL218W	YDL218W.1	66493	67446
YNL098C	YNL098C.1	YNL098C	YNL098C.1	439602	440570
YNL032W	YNL032W.1	YNL032W	YNL032W.1	574506	575351
YHR184W	YHR184W.1	YHR184W	YHR184W.1	472744	474459
YLR332W	YLR332W.1	YLR332W	YLR332W.1	790676	791806
YGR081C	YGR081C.1	YGR081C	YGR081C.1	643148	643780
YCL005W-A	YCL005W-A.1	YCL005W-A	YCL005W-A.1	107023	107417
YOL156W	YOL156W.1	YOL156W	YOL156W.1	25273	26976
YHR168W	YHR168W.1	YHR168W	YHR168W.1	440377	441933
YBR058C-A	YBR058C-A.1	YBR058C-A	YBR058C-A.1	356324	356566
YOR183W	YOR183W.1	YOR183W	YOR183W.1	678872	679261
YHR062C	YHR062C.1	YHR062C	YHR062C.1	222877	223758
YGR248W	YGR248W.1	YGR248W	YGR248W.1	985972	986739
YKL034W	YKL034W.1	YKL034W	YKL034W.1	371829	374105
YMR138W	YMR138W.1	YMR138W	YMR138W.1	545155	545730
YOL058W	YOL058W.1	YOL058W	YOL058W.1	219211	220473
YJL110C	YJL110C.1	YJL110C	YJL110C.1	209922	211577
YHL007C	YHL007C.1	YHL007C	YHL007C.1	95118	97937
YPL022W	YPL022W.1	YPL022W	YPL022W.1	506697	509999
YHR208W	YHR208W.1	YHR208W	YHR208W.1	517532	518713
YAR042W	YAR042W.1	YAR042W	YAR042W.1	192619	196185
YFL012W-A	YFL012W-A.1	YFL012W-A	YFL012W-A.1	109810	110184
YKR013W	YKR013W.1	YKR013W	YKR013W.1	463959	464948
YJL074C	YJL074C.1	YJL074C	YJL074C.1	299157	302849
YIR009W	YIR009W.1	YIR009W	YIR009W.1	374525	374860
YLR384C	YLR384C.1	YLR384C	YLR384C.1	888851	892900
YOR127W	YOR127W.1	YOR127W	YOR127W.1	561170	564193
YPR188C	YPR188C.1	YPR188C	YPR188C.1	911988	912479
YKR064W	YKR064W.1	YKR064W	YKR064W.1	562547	565138
YGL018C	YGL018C.1	YGL018C	YGL018C.1	459110	459664
YJL198W	YJL198W.1	YJL198W	YJL198W.1	60844	63489
YMR261C	YMR261C.1	YMR261C	YMR261C.1	790205	793369
YPL013C	YPL013C.1	YPL013C	YPL013C.1	528985	529350
YER001W	YER001W.1	YER001W	YER001W.1	153520	155808
YOR179C	YOR179C.1	YOR179C	YOR179C.1	671845	672411
YBR134W	YBR134W.1	YBR134W	YBR134W.1	504243	504644
YGR116W	YGR116W.1	YGR116W	YGR116W.1	720409	724764
